"File Date","Record Number","Record Type","Description","Address","Status",
"06/21/2021","BIP21-007184","Building/Residential/P/Pool","NEW POOL WITH EQUIPMENT. REFERENCE RETAINING WALL: BIMIR21-007190","3298 SWEET DR, LAFAYETTE CA 945495367","BI Plan Check",
"06/17/2021","BIP21-007129","Building/Residential/P/Pool","NEW POOL & SPA WITH GAS LINE UNDER BLDG TO (N) POOL EQUIPMENT","7 STRATFORD RD, KENSINGTON CA 947071229","Planning Review",
"06/17/2021","BIP21-007105","Building/Residential/P/Pool","EXISTING SWIMMING POOL REMODEL TO REMOVE AND REPLACE POOL/SPA SURFACE, NEW TILE AND COPING AND RE-PLUMB AND INSTALL CHANNEL DRAINS PER CODE (NO CHANGE TO SIZE OR SHAPE OF POOL AND SPA)","3349 HELEN LN, LAFAYETTE CA 945495421","Issued",
"06/17/2021","BIP21-007102","Building/Residential/P/Pool","NEW POOL AND SPA","2520 CABALLO RANCHERO DR, DIABLO CA 94528","BI Plan Check",
"06/17/2021","BIP21-007075","Building/Residential/P/Pool","NEW INGROUND POOL AND SPA WITH SAFETY AUTO COVER.","810 ACALANES RD, LAFAYETTE CA 945493302","Issued",
"06/15/2021","BIP21-006982","Building/Residential/P/Pool","POOL REMODEL TO REMOVE AND REPLACE EXISTING POOL SURFACE, TILE, COPING AND MASTIC AND INSTALL NEW SPA","61 TARA RD, ORINDA CA 945633116","Pending Applicant Response",
"06/15/2021","BIP21-006953","Building/Residential/P/Pool","POOL RESURFACE, INSTALL CHANNEL DRAIN AND INSTALL SALT SYSTEM.","3215 SHARON CT, LAFAYETTE CA 945495406","Issued",
"06/11/2021","BIP21-006851","Building/Residential/P/Pool","NEW POOL AND SPA WITH WATERFALL, NEW GAS LINE AND ELECTRICAL FOR POOL AND SPA","1186 DANVILLE BLVD, ALAMO CA 945072141","Planning Review",
"06/10/2021","BIP21-006794","Building/Residential/P/Pool","REMOVE AND REPLACE EXISTING POOL SURFACE, TILE, COPING, SKIMMER AND MASTIC AND BUILD NEW GUNITE SPA INSIDE POOL FOOTPRINT (NO CHANGE TO OVERALL FOOTPRINT)","4 EL PARAISO CT, MORAGA CA 945561311","BI Approved",
"06/10/2021","BIP21-006770","Building/Residential/P/Pool","REMODELING POOL/SPA & EQUIPMENT. REFERENCE CABANA PERMIT # BIMIR21-006763","24 KIMBERLY PL, ALAMO CA 945072064","Issued",
"06/07/2021","BIP21-006571","Building/Residential/P/Pool","Install (1) Milan - CTL, (2,450 gallon) 10'X16' in ground fiberglass pool, 4'-0"" deep & (1) Corinthian - RT16, (15,400 Gallon) 15'-10"" x 40' in ground fiberglass pool, 7'-0"" deep.","1600 QUAIL TRL, BRENTWOOD CA 945132844","Issued",
"06/07/2021","BIP21-006559","Building/Residential/P/Pool","NEW SWIMMING POOL WITH SPA","1219 ELMWOOD DR, WALNUT CREEK CA 945972119","Issued",
"06/07/2021","BIP21-006529","Building/Residential/P/Pool","NEW POOL SPA AND EQUIPMENT.","2715 KINNEY DR, WALNUT CREEK CA 945951030","Issued",
"06/03/2021","BIP21-006443","Building/Residential/P/Pool","POOL REMODEL: NEW DECK, COPING PLANTER, BAJA SHELF, COVER EQUIPMENT. NEW PAD FOR NEW PRE-FAB, SELF CONTAINED ABOVE GROUND HOT TUB. REFERENCE BIMIR21-006444 FOR PAVILION","133 LA SONOMA WAY, ALAMO CA 945072129","BI Plan Check",
"06/02/2021","BIP21-006387","Building/Residential/P/Pool","NEW SWIMMING POOL AND SPA","3 CHARLES HILL LN, ORINDA CA 945631505","BI Approved",
"06/02/2021","BIP21-006386","Building/Residential/P/Pool","NEW IN GROUND POOL AND SPA","87 DAIRY CREEK LN, ORINDA CA 945633744","Issued",
"06/02/2021","BIP21-006382","Building/Residential/P/Pool","NEW POOL AND SPA WITH AUTOMATIC SAFETY COVER","1624 SILVER DELL RD, LAFAYETTE CA 945492110","Issued",
"06/01/2021","BIP21-006330","Building/Residential/P/Pool","NEW SWIMMING POOL AND SPA","2733 DEER MEADOW DR, DANVILLE CA 945062105","BI Plan Check",
"05/27/2021","BIP21-006230","Building/Residential/P/Pool","Remove existing pool & spa surface, tile, pool sweep fitting. Install VGB approved drain covers in pool & spa.NO NEW EQUIPMENT OR STRUCTURAL CHANGES.","213 VAGABOND CT, ALAMO CA 945072804","Issued",
"05/27/2021","BIP21-006226","Building/Residential/P/Pool","NEW POOL AND SPA","1064 OAK HILL RD, LAFAYETTE CA 945493145","Issued",
"05/27/2021","BIP21-006224","Building/Residential/P/Pool","Remove & replace pool & spa surface, tile coping and mastic. Install channel drains per code and base plumbing","75 EL MOLINO DR, CLAYTON CA 945171723","Issued",
"05/27/2021","BIP21-006213","Building/Residential/P/Pool","POOL REMODEL: STRIP AND REPLACE TILE AND PLASTER ONLY, SPLIT MAIN DRAIN, INSTALL ANTI-ENTRAPMENT COVERS AND POOL ALARMS (NO CHANGE TO SIZE OR SHAPE OF POOL)","395 FERNWOOD DR, MORAGA CA 945562149","Finaled",
"05/27/2021","BIP21-006210","Building/Residential/P/Pool","POOL REMODEL: STRIP EXISTING TILE AND PLASTER, INSTALL LIGHTS, SPLIT MAIN DRAIN, APPLY NEW TILE AND PLASTER (NO CHANGE TO SIZE OR SHAPE OF POOL)","1200 WOODBOROUGH RD, LAFAYETTE CA 945492634","Issued",
"05/27/2021","BIP21-006208","Building/Residential/P/Pool","INSTALL NEW RAISED SPA TO EXISTING POOL","4410 DRIFTWOOD CT, DISCOVERY BAY CA 945059254","Pending Planning Application",
"05/27/2021","BIP21-006194","Building/Residential/P/Pool","Construct inground gunite swimming pool and spa","202 EL MOLINO DR, CLAYTON CA 945171635","Issued",
"05/27/2021","BIP21-006190","Building/Residential/P/Pool","REMOVE AND REPLACE POOL & SPA COPING & SKIMMER. BUILD COVER VAULT AND INSTALL CHANNEL FLOOR DRAINS FOR VGB COMPLIANCE.","1155 CAMINO VALLECITO, LAFAYETTE CA 945492844","Issued",
"05/26/2021","BIP21-006155","Building/Residential/P/Pool","NEW POOL AND SPA","3654 HAPPY VALLEY RD, A, LAFAYETTE CA 94549","Issued",
"05/26/2021","BIP21-006116","Building/Residential/P/Pool","REMOVE AND REPLACE POOL AND SPA SURFACE, TILE, COPING AND INSTALL CHANNEL DRAIN NO BONDING OR EQUIPMENT.","237 CONIFER TER, DANVILLE CA 945064566","Issued",
"05/25/2021","BIP21-006087","Building/Residential/P/Pool","NEW POOL AND SPA","80 DAIRY CREEK LN, ORINDA CA 945633744","Issued",
"05/25/2021","BIP21-006083","Building/Residential/P/Pool","Drain pool, tile, coping, deep end bench, replumb pool, split main drains, lights, replaster, equipment, pool decking","3191 LUCAS DR, LAFAYETTE CA 945495560","Issued",
"05/25/2021","BIP21-006067","Building/Residential/P/Pool","NEW POOL, SPA & EQUIPMENT","690 GLENSIDE DR, LAFAYETTE CA 945495353","Issued",
"05/24/2021","BIP21-006033","Building/Residential/P/Pool","REMODEL (E) POOL AND SPA: NEW INTERIOR SURFACE, NEW TILE AND COPING, 2 (N) SKIMMERS, NEW PLUMBING AND ELECTRICAL AND GAS AND ELECTRICAL STUB OUTS FOR FUTURE ACCESSORIES (TO BE BUILT BY OTHERS) - NO CHANGE TO SIZE OR SHAPE OF POOL OR SPA","160 DIABLO RANCH CT, DANVILLE CA 945062072","Issued",
"05/20/2021","BIP21-005916","Building/Residential/P/Pool","CONSTRUCT INGROUND GUNITE SWIMMING POOL","100 VALLEY OAKS DR, ALAMO CA 945072008","Planning Review",
"05/20/2021","BIP21-005904","Building/Residential/P/Pool","NEW POOL AND SPA","9 SALLY ANN RD, ORINDA CA 945633524","Issued",
"05/20/2021","BIP21-005895","Building/Residential/P/Pool","NEW INGROUND GUNITE SWIMMING POOL AND SPA.","156 BRODIA WAY, WALNUT CREEK CA 945984920","Issued",
"05/19/2021","BIP21-005855","Building/Residential/P/Pool","RE-SURFACE (E) SWIMMING POOL AND DEMO ATTACHED SPA AND WATER FEATURE, REMOVE AND REPLACE TILE AND COPING AND SKIMMER, BUILD COVER VAULT AT SHALLOW END POOL, CAGE IN DEEP END AND GUNITE TO SHALLOW UP POOL","385 CASTLE CREST RD, ALAMO CA 945072677","Issued",
"05/19/2021","BIP21-005851","Building/Residential/P/Pool","NEW POOL, SPA & EQUIPMENT","8 FOOTHILL PARK TER, LAFAYETTE CA 945492206","Issued",
"05/18/2021","BIP21-005789","Building/Residential/P/Pool","INSTALL NEW LATHAM ROYAL SPA","197 WILLOWBROOK LN, MORAGA CA 945561060","Issued",
"05/18/2021","BIP21-005788","Building/Residential/P/Pool","REMOVE AND REPLACE EXISTING SURFACE FROM POOL AND SPA, TILE COPING. INSTALL 3 CHANNEL DRAINS AND SURFACE POOL AND SPA WITH PEBBLE.","295 BARRINGTON LN, ALAMO CA 945071749","Issued",
"05/18/2021","BIP21-005784","Building/Residential/P/Pool","NEW POOL WITH POOL COVER POOL EQUIPMENT , RAISED BOND BEAM 6' DEEP AND SPA.","241 ROBERT DUCHI WAY, DANVILLE CA 945061197","BI Approved",
"05/18/2021","BIP21-005781","Building/Residential/P/Pool","NEW POOL, INGROUND, GUNITE POOL, 90 LINEAR FT PERMIMETER, # 1/2 TO 5. 1/2 FEET DEEP.","2265 HAMPSHIRE DR, DISCOVERY BAY CA 945051815","Issued",
"05/17/2021","BIP21-005742","Building/Residential/P/Pool","INGROUND POOL & SPA WITH CATCH BASIN","182 SEA GATE PL, BETHEL ISLAND CA 94511","Issued",
"05/13/2021","BIP21-005625","Building/Residential/P/Pool","RESURFACE EXISTING POOL AND SPA AND INSTALL NEW CHANNEL DRAIN PER CODE - NO CHANGE TO SIZE OR SHAPE OF POOL OR SPA","25 ERSELIA CT, ALAMO CA 945071352","Issued",
"05/13/2021","BIP21-005622","Building/Residential/P/Pool","NEW INGROUND SWIMMING POOL AND SPA","3569 SILVER SPRINGS RD, LAFAYETTE CA 945495233","Issued",
"05/12/2021","BIP21-005537","Building/Residential/P/Pool","SWIMMING POOL REPAIRS TO INCLUDE CRACK REPAIRS, NEW PLASTER, NEW TILE AND COPING AND NEW LIGHTS, PUMPS AND HEATER - NO CHANGE TO SIZE OR SHAPE OF ORIGINAL POOL","177 HIGHLAND BLVD, KENSINGTON CA 947081022","Issued",
"05/12/2021","BIP21-005503","Building/Residential/P/Pool","POOL AND SPA REMODEL: REMOVE EXISTING SURFACE FROM POOL AND SPA AND RESURFACE WITH NEW PEBBLE, REPLACE TILE AND SKIMMER WITH NEW AND INSTALL 2 CHANNEL DRAINS PER CODE","24 BENTHILL CT, LAFAYETTE CA 945492021","Issued",
"05/11/2021","BIP21-005464","Building/Residential/P/Pool","POOL& SPA RENOVATION; RELOCATE (E) POOL EQUIPMENT. ON SAME PLANS AS BIMIR21-005463","28 BUSHMINT PL, ALAMO CA 945071642","Issued",
"05/10/2021","BIP21-005405","Building/Residential/P/Pool","NEW VANISHING EDGE SWIMMING POOL AND SPA","221 SONORA RD, MORAGA CA 945561310","BI Plan Check",
"05/10/2021","BIP21-005391","Building/Residential/P/Pool","POOL REMODEL: REMOVE AND REPLACE POOL AND SPA SURFACE WITH NEW AND INSTALL NEW TILE, COPING, SKIMMER AND MASTIC  - NO CHANGE TO SIZE OR SHAPE OF POOL OR SPA","2961 DEER MEADOW DR, DANVILLE CA 945062188","Issued",
"05/10/2021","BIP21-005375","Building/Residential/P/Pool","Remove & replace pool & spa surface and split main drain to bring to VGB compliance.","4311 QUAIL RUN LN, DANVILLE CA 945065850","Issued",
"05/10/2021","BIP21-005370","Building/Residential/P/Pool","EXCAVATE FOR NEW POOL.  INSTALL NEW POOL, SPA & POOL EQUIPMENT.","2730 MOSSY OAK DR, DANVILLE CA 945062118","Issued",
"05/10/2021","BIP21-005360","Building/Residential/P/Pool","POOL REMODEL: DRAIN, COPING, BENCH, REPLUMB, SPLIT MAIN DRAINS, LIGHTS, REPLASTER & DECKING.","83 ZANDER DR, ORINDA CA 945633624","Issued",
"05/06/2021","BIP21-005291","Building/Residential/P/Pool","NEW POOL AND SPA PER PLANS. REFERENCE BIMIR21-006338","2631 ROYAL OAKS DR, ALAMO CA 94507","Issued",
"05/05/2021","BIP21-005246","Building/Residential/P/Pool","INSTALLATION OF AN INGROUND GUNITE SWIMMING POOL AND SPA","7173 LAKEHEAD WAY, DISCOVERY BAY CA 945051758","Issued",
"05/05/2021","BIP21-005232","Building/Residential/P/Pool","NEW POOL, SPA, AUTOCOVER","554 TAHOS RD, ORINDA CA 945632921","Issued",
"05/05/2021","BIP21-005220","Building/Residential/P/Pool","NEW POOL AND SPA","60 WINDY CREEK WAY, ORINDA CA 945633743","Issued",
"05/05/2021","BIP21-005213","Building/Residential/P/Pool","Remove & replace pool surface, tile, coping. Install a cabo shelf and replace floor drain grates to bring to VGB compliance","3977 RANCHO RD, LAFAYETTE CA 945492821","Issued",
"05/05/2021","BIP21-005186","Building/Residential/P/Pool","INGROUND GUNITE SWIMMING POOL, SPA & RAISED WATER FEATURE WALL.","8 PARDI LN, CLAYTON CA 945171303","BI Approved",
"05/04/2021","BIP21-005159","Building/Residential/P/Pool","POOL REMODEL, NEW TILE, COPING, PEBBLE, EQUIPMENT, PLUMBING AND LIGHTS.","3950 N PEARDALE DR, LAFAYETTE CA 945492820","Issued",
"05/04/2021","BIP21-005137","Building/Residential/P/Pool","NEW POOL (NO SPA)","4121 FOX CREEK CT, DANVILLE CA 945065864","Issued",
"05/03/2021","BIP21-005102","Building/Residential/P/Pool","NEW GUNITE POOL PER PLAN.","5815 PINE HOLLOW RD, CLAYTON CA 945171127","Issued",
"05/03/2021","BIP21-005084","Building/Residential/P/Pool","NEW GUNITE SWIMMING POOL, UTILITIES, EQUIPMENT, NO HEATER,","11 GATEWAY ESTATES LN, MARTINEZ CA 94553","Planning Review",
"05/03/2021","BIP21-005061","Building/Residential/P/Pool","POOL REMODEL AND SPA ADDED WITHIN THE EXISTING POOL.","164 EAST LN, ALAMO CA 945071600","Issued",
"05/03/2021","BIP21-005051","Building/Residential/P/Pool","NEW GUNITE POOL","998 BUCHAN DR, LAFAYETTE CA 945494104","Issued",
"04/30/2021","BIP21-005020","Building/Residential/P/Pool","POOL REMODEL:  REPLACE PLASTER, INSTALL CHANNEL","2105 CANYON OAK LN, DANVILLE CA 945062011","Finaled",
"04/30/2021","BIP21-005018","Building/Residential/P/Pool","POOL REMODEL:  REPLACE PLASTER, INSTALL CHANNEL","2105 CANYON OAK LN, DANVILLE CA 945062011","Withdrawn",
"04/29/2021","BIP21-004960","Building/Residential/P/Pool","NEW GUNITE POOL, CONCRETE DECKING, EQUIPMENT","133 SHADOW CREEK CT, DANVILLE CA 945061291","Issued",
"04/28/2021","BIP21-004914","Building/Residential/P/Pool","RESURFACE POOL, TILE, PEBBLE, COPING, LOW VOLTAGE POOL LIGHTS.","4022 TILDEN LN, LAFAYETTE CA 945492738","Issued",
"04/28/2021","BIP21-004896","Building/Residential/P/Pool","NEW POOL AND SPA","5 TAPPAN LN, ORINDA CA 945631310","Issued",
"04/26/2021","BIP21-004736","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA (18' X 36') WITH AUTO SAFETY COVER AND GAS HEATER (MASTER PLAN: PRJ20-00002)","14 GATEWAY ESTATES LN, MARTINEZ CA 94553","Issued",
"04/26/2021","BIP21-004733","Building/Residential/P/Pool","NEW INGROUND GUNITE POOL AND SPA (14' X 30') WITH GAS HEATER AND AUTO SAFETY COVER (MASTER PLAN: PRJ20-00002)","354 GOLDEN GRASS DR, ALAMO CA 945072789","Issued",
"04/26/2021","BIP21-004711","Building/Residential/P/Pool","REPLACE POOL & SPA SURFACE, TILE COPING AND MASTIC. SPLIT MAIN DRAIN, INSTALL BASE PLUMBING. REPLACING LIGHTS AND HEATER.","42 SANDERS RANCH RD, MORAGA CA 945562805","Issued",
"04/22/2021","BIP21-004614","Building/Residential/P/Pool","POOL, SPA, AUTOCOVER","3993 N PEARDALE DR, LAFAYETTE CA 945492819","Issued",
"04/22/2021","BIP21-004593","Building/Residential/P/Pool","RESURFACE, TILE, COPING AND MASTIC. INSTALL CHANNEL DRAIN.","32 WEATHERLY DR, CLAYTON CA 945171734","Issued",
"04/21/2021","BIP21-004562","Building/Residential/P/Pool","Pool Resurface. Remove & replace surface, coping, tile and mastic. No bonding, no new equipment.","40 MT TETON CT, CLAYTON CA 945171518","Issued",
"04/21/2021","BIP21-004523","Building/Residential/P/Pool","POOL AND SPA REMODEL, POOL PLASTER, TILE, NEW RAISED BOND BEAM WITH FOUNTAINS, WATER SLIDE WITH ROCK WALL AND PAVER DECK.","4282 SILVER MEADOW CT, DANVILLE CA 945065800","Issued",
"04/20/2021","BIP21-004499","Building/Residential/P/Pool","REMOVE THE EXISTING POOL AND INSTALL A NEW SWIMMING POOL AND SPA IN THE SAME LOCATION","69 MY RD, LAFAYETTE CA 945492105","Issued",
"04/20/2021","BIP21-004489","Building/Residential/P/Pool","NEW POOL AND SPA","2011 DORIS AVE, WALNUT CREEK CA 945965719","Issued",
"04/20/2021","BIP21-004484","Building/Residential/P/Pool","Drain existing pool, tile, coping, split main drains, lights, replaster pool, Add new Spa within footprint of existing pool, plumb spa, lights plaster spa, equipment.  Elec, Mech, Pl.","188 WAYNE AVE, ALAMO CA 945072451","Issued",
"04/19/2021","BIP21-004406","Building/Residential/P/Pool","NEW POOL AND SPA","181 LA SERENA AVE, ALAMO CA 945072148","BI Plan Check",
"04/16/2021","BIP21-004352","Building/Residential/P/Pool","Pool and spa with auto cover","3925 N PEARDALE DR, LAFAYETTE CA 945492819","Issued",
"04/15/2021","BIP21-004334","Building/Residential/P/Pool","KITCHEN REMODEL","55 TRACY CT, ALAMO CA 945071738","Withdrawn",
"04/15/2021","BIP21-004333","Building/Residential/P/Pool","REMODEL TO (E) POOL AND SPA: DRAIN, TILE, SPLIT WATER FALL DRAINS AND REPLASTER (NO CHANGE TO SIZE OR SHAPE OF POOL)","183 DIABLO RANCH CT, DANVILLE CA 945062072","Issued",
"04/15/2021","BIP21-004325","Building/Residential/P/Pool","NEW SWIMMING POOL","1340 SUGARLOAF DR, ALAMO CA 945071257","Pending Planning Application",
"04/15/2021","BIP21-004317","Building/Residential/P/Pool","DRAIN POOL, NEW TILE, COVER, LIGHT, COPING, SKIMMER, SPLIT MAIN DRAINS,LIGHT, AND REPLASTER.  SAME WORK WITH SPA, + GAS VALVE.","161 WILLOW CREEK LN, DANVILLE CA 945064540","Issued",
"04/14/2021","BIP21-004264","Building/Residential/P/Pool","NEW IN GROUND SWIMMING POOL","4265 SLIFER DR, DISCOVERY BAY CA 945052646","BI Approved",
"04/14/2021","BIP21-004223","Building/Residential/P/Pool","REMOVE AND REPLACE POOL AND NEW EQUIPMENT. CONCRETE PATIOS AND DECKING TO BE ON SEPARATE PERMIT.","125 MEADOW VIEW RD, ORINDA CA 945633249","Issued",
"04/14/2021","BIP21-004203","Building/Residential/P/Pool","Remodel existing pool adding new spa with bench on 3 sides. Build fence and gate enclosure, add pool cover, new pool equipment with enclosure & formed  concrete walls 36'. Elec, Mech & Pl. **6/7/21 REVISION: REMOVE OLD POOL AND REPLACE WITH NEW IN-KIND NO CHANGE TO FOOTPRINT. REBUILDING IN SAME SPOT AND REUSING EXISTING POOL EQUIPMENT.** GS","600 HUNTLEIGH DR, LAFAYETTE CA 945495518","Issued",
"04/13/2021","BIP21-004177","Building/Residential/P/Pool","Drain pool, tile, Acapulco bench, replumb pool, split main drains, lights, replaster, equipment. Elec, Mech & Pl","5860 CLAYTON RD, CLAYTON CA 945171152","Issued",
"04/13/2021","BIP21-004152","Building/Residential/P/Pool","NEW CONSTRUCTION OF A POOL AND SPA IN THE BACKYARD,15'x25","139 LAPIS CT, HERCULES CA 945471643","Issued",
"04/12/2021","BIP21-004115","Building/Residential/P/Pool","RESURFACE EXISTING POOL, RETILE AND REPLACE FLOOR DRAIN W/CHANNEL, REPLACE LIGHT.","408 WRIGHT CT, CLAYTON CA 945171649","Issued",
"04/09/2021","BIP21-004059","Building/Residential/P/Pool","NEW IN-GROUND GUNITE SWIMMING POOL (NON-HEATED)","8020 WESTPORT CIR, DISCOVERY BAY CA 945052678","Issued",
"04/08/2021","BIP21-003988","Building/Residential/P/Pool","NEW INGROUND SWIMMING POOL AND SPA. 17 FT BY 40 FT AND SPA  7 FT ROUND.","608 BRISTOL CT, DISCOVERY BAY CA 945051824","Issued",
"04/08/2021","BIP21-003979","Building/Residential/P/Pool","NEW POOL AND SPA TO INCLUDE GAS STUB-OUT FOR FUTURE BBQ (SEPARATE PERMITS REQUIRED FOR STRUCTURES OVER 3 FT IN HEIGHT)","184 CASTLE HILL RANCH RD, WALNUT CREEK CA 945952653","Issued",
"04/08/2021","BIP21-003966","Building/Residential/P/Pool","Remove & replace pool surface, tile and vertical mastic. Install channel drain cover per VGB code compliance.","120 CAMILLE CT, ALAMO CA 945072414","Issued",
"04/07/2021","BIP21-003935","Building/Residential/P/Pool","INGROUND GUNITE POOL AND SPA","148 MT EVEREST CT, CLAYTON CA 945171606","Issued",
"04/07/2021","BIP21-003932","Building/Residential/P/Pool","POOL REFINISHING WITH EXTENSION OF POOL EDGE BOND BEAM TO ADD TWO COLUMNSON SAME PLANS AS BIMIR21-003924 FOR GRILL ISLAND","264 RHEEM BLVD, MORAGA CA 945561539","BI Approved",
"04/07/2021","BIP21-003892","Building/Residential/P/Pool","inground gunite swimming pool and spa","750 LOS PALOS DR, LAFAYETTE CA 945495358","Issued",
"04/06/2021","BIP21-003836","Building/Residential/P/Pool","NEW SWIMMING POOL/SPA","432 SUPERIOR WAY, DISCOVERY BAY CA 945052317","Issued",
"04/06/2021","BIP21-003816","Building/Residential/P/Pool","REMOVE AND REPLACE POOL SURFACE & INSTALL CHANNEL GRATE COVER.","211 ACACIA LN, ALAMO CA 945071301","Finaled",
"04/06/2021","BIP21-003799","Building/Residential/P/Pool","NEW POOL AND RAISED HOT TUB. REMOVE CONCRETE SLAB FO RETRENCHING UTILITIES TO POOL EQUIPMENT LOCATION.","462 FLORENCE DR, LAFAYETTE CA 945495412","Issued",
"04/05/2021","BIP21-003764","Building/Residential/P/Pool","NEW POOL, EXCAVATION OF DIRT, STEEL, GUNITE, COPING & PLASTER.**6/18/21 REVISION TO ADD (N) GAS LINE AND FIREPIT UNDER 36"" IN HEIGHT TO SCOPE OF WORK**","2208 HAMPSHIRE DR, DISCOVERY BAY CA 945051813","Issued",
"04/05/2021","BIP21-003736","Building/Residential/P/Pool","NEW POOL, SPA, GAS LINE FOR FIREPIT, GAS LINE & ELECTRICAL FOR BBQ ISLAND.  REFERENCE BIMIR21-004538 FOR PAVILLION","20 CORONADO CT, WALNUT CREEK CA 945965801","Issued",
"04/02/2021","BIP21-003726","Building/Residential/P/Pool","NEW IN GROUND POOL AND SPA","50 OLIVIA LN, CONCORD CA 94521","Issued",
"04/02/2021","BIP21-003704","Building/Residential/P/Pool","NEW GRANITE POOL AND SPA.","9072 TRADEWINDS CIR, DISCOVERY BAY CA 945051751","Issued",
"04/01/2021","BIP21-003662","Building/Residential/P/Pool","REMOVE AND REPLACE POOL & SPA SURFACE, TILE AND INSTAL CHANNEL DRAIN. REMOVE WATERFALL AND ADD STEEL FOR RAISED BOND BEAM AND BAJA SHELF.","749 SWEET WATER DR, DANVILLE CA 945061225","Issued",
"04/01/2021","BIP21-003656","Building/Residential/P/Pool","NEW POOL AND SPA.","4031 EAGLE NEST LN, DANVILLE CA 945065811","Issued",
"04/01/2021","BIP21-003649","Building/Residential/P/Pool","NEW POOL AND SPA. LANDSCAPE NOT REVIEWED OR APPROVED WITH THIS PERMIT.","20 BEVMAR LN, ALAMO CA 945071401","Issued",
"03/31/2021","BIP21-003605","Building/Residential/P/Pool","NEW GUNITE SWIMMING POOL WITH SPA AND POOL EQUIPMENT.","14 BURNT OAK CIR, LAFAYETTE CA 945495601","Issued",
"03/31/2021","BIP21-003588","Building/Residential/P/Pool","pool and spa, autocover","3354 SPRINGHILL RD, LAFAYETTE CA 945492520","Issued",
"03/31/2021","BIP21-003579","Building/Residential/P/Pool","REMODEL POOL ONLY: STRIP POOL TO GUNITE, RESURFACE, REPLACE ALL PLUMBING, SECOND SUCTION  POINT IN POOL WALL, REPLACE LIGHTS AND MAIN ELECTRICAL TO NEW EQUIPMENT LOCATION, ADD GFCI, REMOVE CONCRETE PATIO TO REDUCE SIZE OF PATIO,  REMOVE EXISTING POOL SHED. (THE PORTION ON APPLICATION OF ADD POOL WATER SOLAR HEATING TO ROOF WILL NOT BE INCLUDED IN THIS PERMIT).","3442 BLACK HAWK RD, LAFAYETTE CA 945492327","Issued",
"03/30/2021","BIP21-003543","Building/Residential/P/Pool","NEW INGROUND GUNITE  & POOL SPA WITH AUTOMATIC POOL COVER. GAS LINE ONLY FOR POOL HEATER, BARBECUE, AND FIRE PIT. BARBECUE ON SEPARATE PERMIT.","155 CAMILLE CT, ALAMO CA 945072413","Issued",
"03/30/2021","BIP21-003540","Building/Residential/P/Pool","Construction of inground gunite swimming pool 10' X 30' 3.5' to 6.0'","6588 GREEN CASTLE CIR, DISCOVERY BAY CA 945052634","Issued",
